content,toxic
copy that,0
Sản phẩm này cần chú ý điều gì không bạn?,0
kkk hai qua,0
đừng phán xét nhau vì nơi sinh sống nha,0
Flawless execution,0
"Ngáo đá xong kêu tâm thần, quen quá",0
Đọc bình luận thấy lo quá,0
cai clip do nhin ma chi muon report ngay!,1
sao may cu post anh voi cai bung phinh do vay?,1
Tưởng tượng Doraemon nói giọng miền Tây thử xem,0
Chỉ giỏi drama chứ không có gì hay,1
may co biet cai chan ngan do nhin te the nao?,1
sao hồi nhỏ không thắc mắc ai lồng tiếng ta?,0
"Đẻ con ra khổ thế này, chán vl",1
background character,0
Toxic khi team không follow call,1
Bài này cũng bình thường thôi,0
cai status nay ma may cung tu hao viet len a?,1
Người ta làm vậy mới nể,0
"Đồ rác, xóa video này đi!",1
khách du lịch dễ bị dính quán này lắm nha,0
Viewer donate mà streamer coi thường,1
hoi buon chan chut,0
ai cần thuốc khi có bác sĩ như vậy,0
"Shop chỉ quan tâm doanh số, không quan tâm khách",1
Bạn review rõ hơn về chất liệu đi,0
Làm để phục vụ chứ không phải để khoe mẽ,0
Bạn đã xem hết video chưa?,0
nem nuong nhieu mo qua,0
Bạn có thể hỗ trợ khách hàng không?,0
Khó quá thì bỏ qua nha,0
noi chuyen chang ket thuc,0
mỗi lần vô lớp là một buổi diễn thời trang,0
Bạn có mã giảm giá không vậy?,0
Tình huống nhỏ mà truyền cảm hứng lớn,0
Chất lượng hình ảnh mờ quá,0
Story quiz mà câu hỏi ngu,1
Shop chỉ quan tâm lúc thanh toán,1
Càng làm càng được lòng dân,0
sao may dam mac quan bo voi cai body te the do?,1
xe cho rac hoi thoi,0
"Cần xử lý nghiêm, ko thể để tâm thần là cái cớ",0
omg qua tuyet,0
Không ai muốn nói chuyện với bạn đâu,1
Post ảnh workout mà body fake,1
Main character syndrome,1
video ko co noi dung,0
Tương tác với chat như robot hỏng,1
Mặt nổi đầy mụn mà vẫn thích make up,1
friend...with benefits,0
Shop tư vấn như kiểu không cần khách,1
Ảnh travel mà như đi chợ,1
xe o to mo cua dot ngot,0
"Nhạc nền chill vcl, nghe sướng tai!",0
ê chú tín đội tóc giả đẹp gái v😋^^,0
clip nay quay o dau vay?,0
may co biet cai livestream do nhin te the nao?,1
555 thai funny,0
thật sự không ngờ luôn á,0
Khuyến mãi lừa đảo 100%,1
vocal queen,0
Cơm quê mà giá này chắc bán trên sao Hỏa 😅,0
Game load lâu quá,0
"Crush tui đây, OTP đỉnh cao!",0
Nội dung đơn giản quá,0
cai chan may cong the ma cung tu tin khoe a?,1
Streamer chỉ biết flexing suốt ngày,1
Bạn thấy hiệu suất sản phẩm ra sao?,0
Chờ video sau của bạn nha!,0
Spoiled! Được nuông chiều quá,0
Thời tiết thế này đúng chuẩn để đi cafe Hà Nội,0
Sản phẩm này phù hợp cho học sinh không bạn?,0
"Đỉnh cao, không có gì để chê!",0
"Lại cái chiêu tâm thần để thoát tội, chán ghê",0
duong trơn truot rat nguy hiem,0
"Video bị lag, bạn fix giùm nha",0
"Nghèo thì đừng đẻ, khổ cả nhà",0
Tôi vừa bị spoil rồi!,0
ai ăn thấy ngon thì cho 1 like chứ tôi thấy thường thôi,0
day la lan thu may ban lam mukbang vay?,0
ăn để sống chứ đừng sống để ăn trứng 110k,0
may nghi khoe cai eo to nhu thung do la dep a?,1
Béo vậy mà cũng tự tin livestream,1
Bạn có thể gửi link sản phẩm không?,0
Dịch vụ như không dành cho con người,1
Priorities? I don't know her,0
clip có chiều sâu và có hồn,0
đỉnh cao quy chụp:)))🐧🐧,0
love triangle,0
Xem xong chẳng muốn like,0
Cần thêm nhận xét từ khách đã dùng,0
mấy bạn học sinh giờ khác thật,0
coi đi coi lại vẫn mắc cười,0
"Phá di sản thì phải đi tù, ko thể tha",0
Predictable! Đoán được rồi,0
Flawless execution,0
Cái thứ thất bại của xã hội,1
đừng nên phán xét khi chưa thử,0
Yêu cầu Hà Nội giữ thời tiết này cả tháng,0
Ate and left no crumbs,0
có ai thấy giống mình không?,0
vật lý trị liệu mà tim thì yếu dần đều,0
sao cái cap nó đúng lúc vậy ta,0
Sản phẩm có tương thích với hệ điều hành nào?,0
Đặt hàng mà phải hủy vì hết hàng,0
self insert,0
Thật sự là một phần tuổi thơ tui đó mấy bà,0
tag ny vô mà không thấy thả tim là hiểu rồi đó,0
Bao h chị tháo niềng răng ạ. Em sợ bị xước,0
duong nay ngay nao cung ket,0
Không sao,0
Content create như copy paste,1
không biết nên khóc vì đau hay cười vì đẹp,0
may co biet cai status do nhin nham nhi ra sao?,1
may co biet minh nhin te the tren fb khong?,1
diễn sâu như vũng lầy vậy đó,0
không biết nên cười hay suy ngẫm luôn,0
Chú bảo vệ tối nay chắc khó ngủ rồi 🤣,0
Shop chỉ quan tâm tiền bạc thôi,1
Sáng nay đi xe máy lạnh run luôn,0
Stream mà technical issues suốt ngày,1
clip này đáng xem hơn cả phim truyền hình,0
Sau này có cho cũng không dám đặt lại,1
Anh Huy làm clip cơm quê cười đau bụng 😄,0
tự nhiên thấy cap này đúng gu mình thích luôn,0
xe uber do day duong,0
"Hok sao, b cứ post típ!",0
mỗi người xem chắc sẽ có cảm nhận riêng,0
Engage timing như random,1
Nghe như tự bốc thơm mình,1
Killed it! Xuất sắc,0
wannabe,0
Check-in hàng ngày,0
mấy bạn nhỏ giờ xịn ghê ha,0
Game nhiều tính năng thừa thãi,0
Story highlight mà content lặp lại,1
trời ơi dễ thương muốn xỉu,0
Đi đứng như vịt bầu,1
Bạn gửi link group hỗ trợ đi,0
Streamer này chỉ biết làm trò,1
Bạn chia sẻ thêm về thời gian giao hàng,0
Anh Huy làm clip cơm quê cười đau cả bụng 😄,0
Post ảnh gaming setup mà chơi như noob,1
phim nào giọng cũng na ná nhau nhưng vẫn hay,0
Đúng là hàng Việt chất lượng cao,0
cai bung may to the ma cung tu tin post anh a?,1
Sống kiểu này chỉ tổ làm phiền thiên hạ,1
Bạn gửi file đính kèm giúp mình nhé,0
bet that,0
"Cũng bình thường, không có gì đặc biệt",0
Thời tiết mát thế này giữ mãi nhé trời ơi,0
"Ngáo đá xong phá đồ, giờ lại kêu tâm thần, chán",0
co ai biet ten do uong trong clip nay khong?,0
Secondhand embarrassment,0
Post ảnh growth mà stagnant,1
Tui cần thêm thông tin về phần này,0
Đồ khốn nạn!,1
diễn sâu như biển đông luôn á,0
Để tôi nghĩ xem,0
tụi mình cần nói chuyện với nhau tử tế hơn,0
dance machine,0
nghe mà rưng rưng nước mắt 😢,0
Cái gì không kiểm soát được thì đòi cấm,0
Bạn chia sẻ thông tin rất rõ ràng,0
Bạn thấy phần mềm ổn không?,0
ko thu vi nhu mo ta,0
"Hài vl, chắc tưởng mình là hoàng đế",0
"Phần mềm chạy chậm, hay treo máy",0
Bảo vệ mà ứng xử như người quản lý luôn á,0
Nghe mà muốn đập điện thoại,1
noi nhieu ko cap nhat,0
"Đã nghèo còn đẻ nhiều, giờ than khổ ai nghe",0
"Clip này chắc chắn viral, chất lắm!",0
me may,1
Không cảm nhận được ý nghĩa video,0
Thái độ nhân viên chưa tốt,0
Hồi nhỏ tưởng giọng thiệt của Doraemon là vậy luôn á,0
Game cứ phải chơi chung với toxic nhiều quá,0
t k thik cai nay lam,0
Procrastination level: expert,0
may co biet cai status nay nham nhi the nao?,1
Hàng fake bán như hàng xịn,1
Không hài lòng với cách điều chỉnh nhân vật,0
Thấy cơm quê dượng bầu khịa anh Huy ở đâu vậy? 😄,0
Nội dung độc hại quá,1
Cute overload! Không chịu nổi,0
nói vui thôi chứ đừng đánh đồng nha,0
duong nho ma oto dau loang choang,0
sao may khong nhin lai minh truoc khi di comment?,1
Làm clip hơi thiếu đầu tư,0
ăn xong chỉ muốn viết review chê,0
"Nghèo mà đẻ con, khổ cả đời",0
Don't ruin it for others,0
do an qua loang,0
"Spam comment hoài, mệt ghê!",0
Chơi game này quá mất thời gian,0
"Setup này đỉnh quá, share đi bạn!",0
Content này đúng đỉnh của chóp!,0
"Có ai giống tôi không, coi xong mà thấy ấm lòng",0
đúng là sắc đẹp có thể chữa lành mọi vết thương,0
Cơm quê mà giá này chắc bán ở sao Hỏa 😅,0
Không phù hợp với nhu cầu,0
Ăn cơm quê mà giá như mua vé máy bay 😭,0
Nội dung boring muốn ngủ gật,1
Game chơi mãi không thấy thú vị,0
Bạn thấy hiệu quả không?,0
day la video am thanh thuc hay ghep?,0
Cắt ghép video chưa tốt,0
"Có j đó sai sai, nghi vcl!",0
"Cơm quê giá cổng trời, ăn xong nhớ mãi 😅",0
"Sinh con ra khổ thế này, chán thật",1
Content repetitive như máy móc,1
Chúc mừng sinh nhật bạn nhé!,0
Một phút suy ngẫm cho người từng xem thường người khác,0
Blame team khi solo invade enemy jungle,1
"Try hard quá, bớt bớt đi nha!",0
Thấy bạn sống mà tội nghiệp thật sự,1
"Spam comment nhiều quá, mệt ghê",0
Content này đỉnh của chóp luôn!,0
"Oke, t check sau nha!",0
Nhận hàng bị móp méo,0
"Cmm, đừng có post mấy cái này nữa",1
mỗi biểu cảm đều có hồn ghê,0
"Clip anh Huy vui, xem xong muốn ăn cơm quê 😄",0
Quán này chắc nằm ở trung tâm vũ trụ 😆,0
"Video này dài quá, cắt ngắn chút đi",0
sup bi nguoi khi den noi,0
Tương tác với fan như đuổi ruồi,1
Selfie Sunday,0
"Nhìn anh mà xót, thương quá",0
may nghi khoe cai style do la chat lam a?,1
có ai từng khóc lúc chia tay đơn vị không,0
tự lập hơn rất nhiều sau khi đi nghĩa vụ,0
Chất lượng tệ hại khôn tả,1
Sold out rồi à?,0
Nội dung chất lượng nè,0
Ảnh natural beauty mà filter heavy,1
Bạn đang ở đâu vậy?,0
Không đáng tiền,0
Stream mà cứ như đang khóc lóc,1
Đèo Cả ngày càng chiếm được lòng tin người dân,0
xe may lan vao lan o to,0
"Không có gì to tát đâu, relax!",0
chắc tui phải xem lại lần nữa mới hiểu,0
may co biet cai body do nhin re tien ra sao?,1
một sự thật không ai muốn đối mặt,0
Nhận hàng như bị ăn cú lừa,1
"Thằng khốn, đừng đăng nữa!",1
ban an nhanh that do,0
Post ảnh cooking mà món ăn nhìn thảm họa,1
Bạn gửi video so sánh sản phẩm giúp mình,0
yes sir,0
Người đâu mà trơ trẽn vậy,1
Clip này chẳng khác gì trăm clip khác,0
ăn xong no lặc lè luôn,0
may co biet cai body do nhin re tien the nao?,1
"Thất vọng ghê, tui mong hay hơn nhiều",0
Da đen như cột nhà cháy mà bày đặt review mỹ phẩm,1
Chơi game này chán thật sự,0
Responsible adult? Not today,0
Đồ dởm mà cũng quảng cáo ầm ĩ,1
aura,0
Không thích cách cân bằng tướng hiện tại,0
"Tôi vừa xem xong, cảm ơn thông tin",0
Masterpiece! Kiệt tác,0
Bawling my eyes out,0
Video này đúng là kiệt tác!,0
"Fake vcl, chả tự nhiên gì hết",0
"Tội ông này, chắc bệnh tâm thần thật",0
cai chan may ngan the ma cung dam livestream a?,1
Bảo hành như đùa với trẻ con,1
Để xem sao,0
Video này đúng là kiệt tác luôn!,0
Chế độ đổi trả thế nào vậy?,0
giọng này nghe riết ghiền luôn á,0
Tôi tin bạn làm được,0
Làm reaction kiểu này sớm muộn cũng flop,1
"Drama nào cũng có mặt, giỏi thật",1
Phốt cũ chưa giải quyết đã có phốt mới,1
Bạn thấy cách đóng gói thế nào?,0
Share để ủng hộ,0
id tiktok idol nữ đâu,0
Không bắt kịp trend rồi,0
Doraemon và tuổi thơ không thể tách rời,0
phong cách chất lượng cao,0
Mặt mốc mà cứ thích đánh nền dày,1
"Hài hước ghê, phá ngai mà tỉnh bơ",0
mình mà học lớp này là không tập trung nổi,0
ước gì trường mình cũng có vibe vậy,0
Shop này chuyên lừa gạt,1
muon comment nhung chang biet ghi gi,0
"Sinh con ra khổ thế này, haiz",0
Game này khó lên cấp quá,0
xem rồi không thể không cười,0
Cũng được,0
"Thôi rồi, cái này viral luôn",0
may co biet cai body do nhin xau xi the nao?,1
Sản phẩm này có phụ kiện gì đi kèm?,0
ban co ke hoach lam video tiep theo chua?,0
Vẫn đang theo dõi,0
Thời tiết kiểu này đúng là điên thật vl,1
Ảnh hair style mà như tai nạn,1
second lead syndrome,0
"Nói gì vậy, tui không hiểu?",0
Sản phẩm không đúng màu đặt,0
may co biet cai cach an mac do nhin te the nao khong?,1
Tưởng lên tiếng là được tha?,1
"Try hard quá, bớt bớt đi bạn",0
sao may cu thich di cong kich nguoi khac tren fb?,1
Cằm nọng mỡ mà cứ quay góc nghiêng,1
đừng chủ quan với bảo mật thông tin nha,0
Sản phẩm nhìn cũng ổn đó,0
o dau,0
mỗi lần kiểm tra là hết hồn chim én luôn,0
mỗi lần lướt là mỗi lần bị choáng,0
Sản phẩm không tương thích với thiết bị,0
"Cũ kỹ, tui thấy nhàm chán",0
sao may cu thich di comment nham nhi tren fb the?,1
"Được thôi, cứ làm đi",0
may nghi cai mat beo do la de thuong tren fb a?,1
tự nhiên muốn đi học lại ghê,0
may co biet cai giong noi do nghe muoi mat khong?,1
Nhạc nền này tên gì vậy?,0
Spoiler-free zone here,0
từ ngày đi về thấy bản thân trưởng thành rõ,0
Không biết còn chiêu trò gì nữa,1
đây là phương pháp trị liệu bằng ánh mắt,0
có phải trả tiền thêm để được ăn ở quận 1 không vậy?,0
all rounder,0
Em nhận sâu🦋nhé,0
Bạn dùng app gì để edit vậy?,0
bo kho dai nhai muon nut,0
Bạn update ứng dụng thường xuyên chứ?,0
Epic! Hoành tráng,0
co am thanh nghe da ghe,0
Cần thêm feedback từ người dùng khác,0
Xấu cả người lẫn nết luôn,1
vật lí trị liệu😭,0
Relax! Đừng stress,0
Bạn có thể demo sản phẩm không?,0
Bạn thấy phần mềm chạy ổn không?,0
Mua về mà không dùng được,0
Story question mà trả lời như robot,1
"lúc đầu tưởng bình thường, đọc cap xong ngồi đơ",0
"Setup đỉnh thế, share đi bạn!",0
ship 40p ma mon an nguoi nguoi,0
"Chủ đề này đang rất hot, cảm ơn bạn đã viết",0
Bạn có định làm thêm video không?,0
"Trend này hot vãi, bạn bắt trend đỉnh!",0
Didn't see that coming,0
Stream mà âm thanh như cào sắt,1
Giải thích thêm chút đi bạn,0
Chuyên đi ăn cắp content của người khác,1
xe khach don tra khach bat quy tac,0
"Clip như quay vội, không chỉnh chu",0
Thấy mệt mỏi với mấy tin kiểu này ghê,0
Loại này tốt nhất nên im lặng,1
cafe nhat va chua,0
Đã xem,0
đoạn cuối đúng kiểu không thở nổi,0
có vẻ như đây là dự án cá nhân đầy tâm huyết,0
giọng doraemon chuẩn nhất là đây,0
Story music mà nhạc như rác,1
cai status do ma may cung dam viet len fb a?,1
đẹp trai vậy chắc người ta tới xem nhiều hơn khám,0
trứng 110k nhưng không có gì đặc biệt cả,0
video nay co phai la livestream khong?,0
Đặt hàng xong như đi tù,1
Chỉ cần nhìn thành quả là biết ai giỏi hơn ai,0
tướng đứng nhìn biết dân chơi rồi,0
khong co chat luong,0
coi clip mà muốn gục luôn á,0
Có ai dùng rồi review giúp với?,0
sao may cu khoe cai bung mo do tren fb vay?,1
"Clip anh Huy vui, xem xong cười đau bụng 😄",0
empties,0
App edit gì vậy?,0
Support mà chỉ biết ăn minion,1
guilty pleasure,0
cai style an mac do ma may cung dam len fb a?,1
"Nội dung nhạt, xem không thấy gì đặc biệt",0
Hình mẫu lý tưởng nè,0
tui mà không comment là không chịu nổi,0
Donation sound như tra tấn tai,1
sao may khong biet minh dang lam tro tren fb vay?,1
gia tren troi ma mon nho xiu,0
Mày xứng đáng bị đánh,1
"Nhìn anh đứng trầm tư mà xót, có stk thì share nha",0
Blame lag mà net bình thường,1
Lưng gù mà cứ làm dáng thướt tha,1
Thấy cái bụng là muốn né xa 10 mét,1
xem clip này thấy yêu đời hơn,0
chay xe nhu dua tren duong pho,0
Tôi hiểu rồi,0
"Tâm thần mà phá đúng chỗ quan trọng, kn nổi",1
"Tội nghiệp ông này, chắc bị bệnh nặng lắm",0
Ai biết thời tiết mai có lạnh nữa ko?,0
"Cam xịn vcl, giá bn zậy?",0
Có thể cho mình xin thông tin không?,0
vẻ mặt bất lực top 1 tiktok hôm nay,0
chao long hoi hoi,0
góc nghiêng thần thánh luôn,0
Người như này chỉ tổ làm xấu cộng đồng,1
Tôi từng mơ ước làm người lồng tiếng khi nhỏ,0
day la clip moi nhat cua kenh ha?,0
bệnh chưa khỏi nhưng crush đã bắt đầu,0
Tôi cũng từng mua hàng tại đây,0
we stan,0
Mày có bệnh à?,1
ko ro,0
"Hài vl, chắc tưởng mình là vua nên phá ngai vàng luôn",0
Cười mà thấy răng như hàng rào,1
Animation cancel không biết,1
do an chay nuoc,0
may co nghi cai anh do nhin ghe mat khong?,1
ngồi xem mà da gà nổi hết,0
may nghi post cai do len fb la ngau lam a?,1
Chưa hài lòng về thiết kế,0
Một mô hình phát triển bền vững đáng học hỏi,0
Streamer fake reaction từ đầu đến cuối,1
may nghi khoe cai chan cong do la dep lam a?,1
ult bias,0
Ê bài hát gì mà ko biến được mùa hạ thành đông nhỉ,0
tôi thấy tui trong từng câu cap,0
brows on fleek,0
Giao hàng muộn mà còn làm mặt lạnh,1
Nobita này dư sức đánh jaien,0
Streamer này exploit parasocial relationships,1
Binge-watching mode activated,0
Show off! Khoe khoang,0
Bạn quay bằng máy gì vậy?,0
có vẻ ngon đó chứ,0
Không hài lòng với kết quả nhận được,0
vô bệnh viện mà không muốn xuất viện,0
matte finish,0
Bạn thử các màu khác chưa?,0
Anh Huy nhìn giống nhân viên quán luôn á 😆,0
"lúc đầu tưởng bình thường, ai ngờ đâu",0
Không thấy điểm mới lạ gì cả,0
roger that,0
Streamer này manipulate viewer emotions,1
Cần chỉnh lại cách trình bày cho hấp dẫn,0
may co biet cai status nay nhin ngu ngoc the nao?,1
Backstory gì đây?,0
"duong ho ga mo, nguy hiem",0
"Sáng nay ra đường lạnh tê tay, quên áo khoác",0
phòng khám này có nhận học việc không vậy?,0
com van con song,0
Goosebumps! Da gà,0
"Tâm thần thì gia đình phải trông, thả ra chi",0
tuyet voi qua,0
thời nào rồi mà vẫn còn style như này,0
All-in mà damage không đủ giết,1
sự kiên nhẫn được trui rèn qua từng ngày,0
may co biet cai giong hat do nghe ghe ra sao?,1
Người miền tây thấy nói chuyện dễ thương lắm mà,0
"B ơi, làm tut chi tiết hơn nha?",0
nghe thôi đã thấy nhẹ lòng,0
đỉnh cao kể chuyện bằng hình ảnh,0
Plot twist! Không ngờ,0
bạn thân mà nhìn nhau kiểu đó là không ổn nha,0
hero's journey,0
t vừa đọc vừa rùng mình nha :))),0
"Trend này cũ quá rồi, không còn gì mới",0
Một ví dụ tiêu biểu cho cách làm ăn nghiêm túc,0
"mệt chết ""🥵🥵🥵🥵""",0
Chúc bạn ngày càng phát triển kênh nha,0
Shop này chỉ giỏi lừa người mới mua lần đầu,1
"Đang hot trên mạng, hay quá bạn!",0
deus ex machina,0
"Người ta làm thật, không bày trò",0
may nghi cai voc dang lo xuong do la chat lam a?,1
"Vắt kiệt view cơm quê dượng bầu, Huy ơi!",0
duong mot chieu nhieu nguoi van chay nguoc,0
10-4,0
Give up khi bị gank 2 lần,1
Chơi game mà toxic hơn cả villain,1
"Clip này đáng để viral, đỉnh thật!",0
sao lại có cap đúng tâm trạng vậy trời,0
"bạn mình kêu ngon, chắc khẩu vị khác nhau",0
ai cho đẹp vậy trời,0
Đồ thì rẻ tiền mà quảng cáo như thật,1
Tui không thấy gì ngoài sự dễ thương luôn 😄,0
may nghi may la celeb ma cu khoe tren fb the?,1
"Coi clip thấy ông này lạ lạ, chắc bệnh nặng",0
Cứ sống vui vẻ đừng nghĩ nhiều,0
Thể loại này thì ai dám chơi cùng,1
ai là người lồng tiếng doraemon..????,0
"Chỉ biết ngồi xem rồi cười cợt, vô bổ",1
tình bạn trong lớp này chắc dễ thương lắm luôn,0
ai nghĩ ngành y khô khan thì nên xem clip này,0
rồi ai gửi cái clip này cho ny tui vậy?,0
Ảnh skincare mà da nhìn vẫn tệ,1
Nội dung clip rất nhân văn luôn,0
Cơm quê sao dùng trứng công nghiệp z má,0
"cứ làm khổ gia đình ,cả nước cả nghìn người đi được",0
Nói một đằng làm một nẻo,1
clip nhu duoc cat ghep voi,0
t giàu chứ t cũng ko bỏ 110k mua dĩa trứng 😌,0
"Quán ở cổng trời, giá cũng phải tầm cỡ luôn 😎",0
Bạn đăng video vào lúc mấy giờ?,0
Streamer fake enthusiasm suốt ngày,1
"Không thích lắm, hơi nhạt nhẽo",0
Sản phẩm lỗi trả bảo hành như đánh đố,1
Có chút gì đó quen quen ha,0
Bạn update phiên bản mới chưa?,0
Attention seeking much?,0
:))) má anh vĩ ơiiiiii a vua chúa quáaa,0
sugar daddy,0
Các bản cập nhật ngày càng tệ,0
Hình như có gì đó không đúng,0
chưa kịp học đã bị cái đẹp áp đảo rồi,0
Người gì vừa đen vừa xấu lại còn khoe da,1
Bạn thấy dịch vụ sao?,0
Post ảnh healthy food mà ăn junk food,1
clip cu nhu nhau,0
Coi xong vẫn không rõ ý đồ,0
Fill me in được không?,0
Tôi nhận hàng đúng lịch,0
cái thần thái đó không thể nào giả được,0
cong trinh lam duong keo dai,0
mấy cái clip vậy dễ bị bóp méo ý nghĩa,0
Tôi chưa biết cách bảo quản sản phẩm,0
Không có điểm nhấn gì cả,0
phai noi la xem thua time,0
món này 110k thì hơi quá thật,0
Jungle mà không biết gank,1
thấy vậy thôi chứ học kiểu này cũng áp lực,0
Thông tin không được kiểm chứng rõ ràng,0
nghe kỹ giọng dễ thương ghê luôn,0
Phát ngôn như không có não,1
xin hỏi địa chỉ phòng khám để em ghé nha,0
"Reaction mà như đọc kịch bản, giả quá",1
Tui coi đi coi lại vẫn thấy vui 😆,0
ban an nhieu thuc an nuoc ngoai ha?,0
ear candy,0
ban quay bang dien thoai hay may quay?,0
Tôi cũng định mua dòng này,0
"Đã nghèo còn đẻ, đúng là hết nói",1
clip này như thơ luôn á,0
Làm clip hơi lười biếng,0
sao may cu mac do bo voi cai body te hai do?,1
may co biet minh nhin te the tren fb nay ra sao?,1
power fantasy,0
Mình có niềm tin với Đèo cả Group hơn 🫰,0
"Không thích nhạc nền, nghe hơi ồn",0
clip này chắc quay xong mệt thiệt,0
mary sue,0
Left no crumbs! Không chừa gì,0
Vid nì đúng chữa lành tâm hồn!,0
"Coi clip thấy ông này kỳ lắm, chắc bệnh thật",0
Nghe mày nói thôi là biết không có não rồi,1
ổng này ở dalai chứ không phải ấn độ😂,0
Có thể order không bạn?,0
Tui không thích cách trình bày này,0
tưởng nghệ sĩ thì làm đồ ăn ngon ai ngờ đâu...,0
Cơm quê mà giá ngang vé máy bay 😅,0
sao may khong nhin lai minh truoc khi post status?,1
nghe kiểu định kiến nhẹ á,0
"nham vc, clip chang co j hay",0
Đồ rẻ mà chất lượng cũng rẻ theo,1
"Ghét ghê, nội dung này cringe vãi!",0
Cứ đóng vai đáng thương là được tha thứ à?,1
cmm,1
Bạn nhận xét về âm thanh đi,0
Shop chỉ biết hút máu khách hàng,1
may co biet cai chan cong do nhin muoi mat khong?,1
Late game throw như chuyên nghiệp,1
nghe xong vừa buồn cười vừa hơi chạnh lòng,0
"Đm, lừa đảo hả? Đừng tin!",1
Vlog mà như hài nhảm vậy,1
Không thấy hợp trend này,0
Không biết nhục là gì,1
Third wheel life,0
quay vậy thôi chứ chắc cũng mệt lắm,0
"Bạn ơi, làm tut chi tiết hơn nha?",0
bạn tôi bảo cap này là để gài người yêu,0
Game crash liên tục,0
do an man kinh khung,0
duong cao toc van bi ket,0
Có ai gặp tình trạng giống tôi không?,0
Xem clip xong không có cảm xúc,0
Sản phẩm có mùi khó chịu,0
"Plot twist đỉnh vcl, bất ngờ lun!",0
Shop nói không với lương tâm,1
này là đi học hay đi làm người mẫu vậy :))),0
Không thấy có gì đặc biệt ở đây,0
giỡn vậy chứ cap gì nghe thấm quá,0
chất lượng hình ảnh tốt nhưng thiếu kết nối,0
"noi nhanh wa, nghe ko kip",0
"không đau gì hết, chỉ là tim loạn nhịp",0
"Lan man qué, t hok hỉu gì hết!",0
"Thằng này đáng bị xử nặng, phá đồ quý",1
Game này kém xa bản trước đó,0
"Hài vl, chắc nghĩ mình là hoàng đế nên phá ngai",0
cai anh do nhin ma chi muon unlike ngay va luon!,1
"Nội dung sáng tạo xĩu, học dc nhìu!",0
may co biet cai cach noi chuyen do te the nao?,1
Nhìn mặt là thấy giả trân rồi,1
tui đau bụng mà xem xong thấy bớt đau luôn,0
Đã xấu lại còn lên hình làm gì,1
ủa đây là giảng đường hay studio vậy?,0
đi nvqs là góp phần bảo vệ đất nước mà,0
Game không đủ hấp dẫn để giữ chân người chơi,0
đẹp cả hình lẫn cảm xúc,0
say less,0
cái cap này đỉnh cao thật sự,0
Không thích nhạc nền này,0
may co biet cai mat beo do nhin te ra sao?,1
Easter egg! Tìm được rồi,0
"Hỏi thật, tâm thần sao biết đường vô chỗ ngai vàng?",0
Stream mà constantly making excuses,1
"Đi bộ thời này có khổ cực gì đâu, hai năm là xong",0
Hàng về chậm hơn dự kiến,0
sao may khong biet minh dang noi nham nhan gi?,1
Bạn chia sẻ kinh nghiệm lắp đặt đi,0
co ai biet do an nay ten gi khong?,0
Tui bật cười thiệt sự luôn á haha,0
Bên ngoài chặn nhưng bên trong mở toang,0
"Thằng khốn, cút khỏi đây đi",1
quán đông nhưng không hiểu lý do,0
Drama gì vậy? Không hiểu,0
"Thằng óc chó, nói gì mà tào lao thế",1
Không thích cách nhà phát hành vận hành game,0
10 điểm cho pha xử lý đỉnh cao 👏,0
tui mà ở đó là tui bật khóc vì cười,0
Collab với ai đó đi bạn,0
"Bảo vệ lăng làm ăn kiểu gì, sa thải đi",0
Tui đang coi doraemon mà sụp đổ hình tượng 😭,0
Chẳng hiểu sao mấy clip này lại có view,1
Chuyên gia chơi dơ,1
Post ảnh inspirational mà toxic behavior,1
Bạn thấy phần mềm có ổn không?,0
Cần thêm đánh giá từ người mua trước,0
xem clip này xong thấy đời bớt nặng,0
Bạn nhận xét gì về kiểu dáng sản phẩm?,0
chắc tui cũng nên đi khám tư duy,0
Sản phẩm còn bảo hành không bạn?,0
co giao thong gi ma nhu ran cuon,0
"Quá ngắn, xem chưa kịp hiểu",0
Bạn chia sẻ mẹo dùng sản phẩm đi,0
Chơi game như tàn tật vậy mà cũng dám stream,1
Bán hàng như lừa đảo ấy,1
Bảo vệ ngủ quên hay sao mà để chuyện này xảy ra,0
Quá tuyệt vời! Tôi sẽ chia sẻ cho bạn bè,0
có ai thấy món ăn ở đây hơi ít không?,0
không hiểu sao nhưng thấy thích clip này ghê,0
"Đồ rác rưởi, đừng đăng nữa nha!",1
trophy wife,0
hình ảnh món ăn đẹp nhưng thực tế thất vọng,0
Video này đúng là tuyệt phẩm!,0
"Phần nì hok hỉu, giải thích thêm đi",0
tự nhiên nhớ mấy tập Doraemon cảm động ghê,0
Giải thích thêm chút đi bạn ơi,0
may nghi cai body beo nhu heo do la hot trend a?,1
Clickbait quá đà,0
Loại này chắc bố mẹ thất vọng lắm,1
Huy làm mấy clip rồi mà vẫn hot thế 😌,0
Chọn tướng rồi không biết skill,1
"Sống tốt, mọi thứ tự nhiên tốt theo thôi",0
Couple goals thật sự!,0
Ate and left no crumbs,0
tam on,0
Streamer fake personality kinh khủng,1
Post ảnh success mà fail thật sự,1
Tư vấn như không muốn bán,1
Mắt híp không thấy đường mà cứ trang điểm đậm,1
"OK bạn ơi, tui hiểu rồi",0
"Không đoán được luôn, hay lắm!",0
Streamer làm màu suốt ngày,1
Donation goal mà không thực hiện,1
Bảo vệ như vậy mới đáng yêu chứ 😍,0
Shop nói dối mà không biết đỏ mặt,1
banh flan nhu bot,0
