content,toxic
Anh có nghĩ nên thiết kế mặt lưng Logo Mixi lên võ nguyên khối cho dòng Ip6-ip11 không anh tôi ! công nghệ Lazer với Phun màu bây giờ dư sức tạo 1 võ Iphone Zin có Logo in hoặc dập nổi,0
"Hay là cái tụi du côn, cô hồn các đảng đó là tay sai của chúng mày !?",1
Cường quyền ác bá !,1
- cả 2 cũng chỉ ngu như nhau thoii khỏi so sánh :)),1
Ca dam khung het,1
Anh kêu lương tháng 7-8 triệu sao chơi cả cua Hoàng Đế thế 😂,0
Lại đi càn quét cướp giật của dân ... tết đến nơi rồi 9 hộ gia đình sẽ ở đâu đây .. thế mới biết bọn cộng sản nó tàn ác như thế nào ... có lẽ xuân này 9 hộ gia đình vừa bị cướp nhà chỉ ngắm tượng đài và ảnh ông họ hồ cũng đủ rồi .. mẹ cha chúng nó bọn mất lương tri...,1
bỏ tù + phạt tài chính thật nặng,0
Noi giong biet dot nat k dao duc,1
Đoạn này yêu nhất nàyy :)),0
Lon ma m nka,1
"Cuộc sống mà , ae ủng hộ album quảng cáo của thầy t nhe",0
Quần gạ chịch à,1
Châu Hạ Nghi cđ nhâyy,1
Thề chứ 2 bố con nhà này ghép mặt nhau là hợp lí vlone,1
Ở quê vùng sâu vùng xa chỉ có mỗi cái TV xem vtv nên dân vẫn tin yêu đãng lắm!,1
Khi phach nguoi viet co,0
Oh shjt,0
Tiến Lê bố m thích đấy đạo đức cl,1
An noi chuyen do van hoa vay ma than tuong,1
"Phòng Trương Tử ,la người gốc hoa u? Nêu la gốc hoa thiêt thi cung phai đê phong ca cai (tâm) cua ông ta ,người hoa la ,,,phai vô cung thân trong",0
Hải Yến mày mới là con rảnh đấy. Chưa xem đã bảo cảm thấy chán =)) điên hết phần thiên hạ,1
anh tôi nói clg cũng hợp lí và thấm =)),0
Tưởng k có tuổi vs vong ba gà,1
đẳng cấp cao có khác <3,0
Mạnh Phúc lũ súc vật. Quê tui 😭,1
"Lạc hậu, nghèo đói , trộm cươp...thời đại rực cmn rỡ",0
Chó má,0
Lồn ba rọi,1
Cuối năm xem gặp nhau cuối năm rồi. Tình hình tham nhũng ở mức ổn định 😂😂😂😂😂😂,0
DIễn tập chống khủng bố ở Sài Gòn.,0
e hông hiệu e hông hiệu .,0
Chưa thấy con đàn bà nào mà xấu như con linh lóc xấu mà còn bị khùng nữa,1
Việt Nam thì nó lại là lồn các cậu ạ 🤦🤦,1
địt cụ bọn này k con zề để bàn nữa rồi,1
Dân Việt mình chịu chơi lắm!nợ trả góp có sao đâu...!nợ vay nóng còn chơi ok mà!nợ công cũng ko ngoại lẹ nhá!,1
Kẻ tổn thương lại muốn tổn thương người khác....??,0
"Ai cũng biết. Đã là chửi thì chửi thẳng, vòng vo nói nho nữa thì đổi tên page đi. Đậu má rau xanh.",0
Thằng này ko dc,0
Lê Thuần Triệu official bóng dơ này bán đồ giả nhe bạn nó khịa minh hiếu nên fan tag minh hiếu vào nhé,1
Anh vừa nói cc gì vậy Abe :D??,1
Trần Văn Hưng tia nhanh thế,0
"Tôi không dùng bảo hiểm , bởi vì bác sĩ coi thường sức khỏe bệnh nhân dùng bảo hiểm !!!!!!",1
Chuẩn a ưii,0
Ae có link xem chưa vào đây gái ngon lắm,0
thế mày nghĩ nó quan tâm đến việc mày vội hay ko vội à. ngu v k l :v,1
Hít hết mẹ r còn đâu :))))),1
"tự kiểm điểm, có cái éo đó cứ làm hoài",0
Thế này thì chịu rồi abee ơiiiii,0
toang thế đéo nào đc a,1
Cũng đã đến lúc những người làm công tác bảo vệ an ninh.các khu phố cần vào cuộc. Vì hình ảnh của đất nước không để mấy thằng lưu manh làm mất mặt được,0
Chúc mừng anh Ba :)),0
Thuốc lào đấyyy 👍,0
Cố lên Việt Nam!,0
"đm , đúng là mặc đồ như cái quanque thiệttt 🤦🏻‍♀️",1
Chụp cái màn hình thua game =],0
Ở mỹ xạo lồn là bóng tâm thần,1
Anh đéo phải trình bày,1
Lê Minh Nhất đặc vụ Poppy đâu bro,0
Tào Hưng đm khô máu :))),1
"Bn nói chuẩn cmnr, nhai cứ như bò nhai cỏ, bảo dân trí thấp lại tự ái.",0
Bé Phở Ghê dỏ:)),0
Đỉ... giả tạo... xạo lồn,1
"Hung Nguyen không, chỉ có cờ vàng cứt choá thôi 😌",1
Đụma chất vãi lòn há há há,0
đm thề chưa bao giờ xem phim mà ngủ =)) đây là lần đầu,0
Tùngg Ngố cl,1
má coi y chang như nó nhìn mình nó chửi vậy. lol,0
"ad thông minh vl, chỉ số tia cực tím cao là do bức xạ mặt trời, nếu mức độ tăng thì do thằng nào xả thải nhà kính, khí CFC nhiều chứ liên quan dew gì đến chính quyền mà chưỡi??? :v",1
Âm tính nhé 🙂,0
"Ad học giỏi ghê, h mới biết VN cũng trong G7 =))",0
"Hongkong ủng hộ TQ trả đũa Mỹ, Hongkong ở đây là chỉ một mình bà Carrie Lam và bộ sậu tay sai TQ của bà ta, chứ không phải người dân Hongkong.",0
Các bạn đừng lấy video củ để câu like kiếm tiền như vậy bạn còn tồi hơn cô Linh,1
Chả sao anh ạ,0
Tr ơi,0
Ấy vậy mà mới có thằng ít tóc cất công sang tận bển khom lưng hửi đít thằng Mao chó.,1
"mình thì ngồi nhớ lại những ngày tháng ăn chơi sa đoạ, bóc mì tôm đổ cho mèo với gà ăn 🙂",0
Trông thế thôi chứ ông Độ khỏe phết đấy ae ạ 😂,0
Xin lỗi rồi chữi tiếp bó tay con 🐶🐶🐶🐶🐶,1
Kenny Lâm có share rồi đó Kenny. Từ hồi dịch ế cm đéo có khách luôn. Sắm qq gì nữa hụhụ,1
"Cô nói chuyện ngọt ngào dễ thương quá, nói chuyện nhỏ nhẹ không đanh đá",0
2ba là bede,1
Rất yêu thích bài thánh ca buồn với tiếng hát Elvis Phương,0
hôm ni thầy đánh đỉnh quá...thầy k áp dụng các giáo án trên stream là auto win!,0
"Đang nói đến sự bịa đặt của từ thiên đường xã hội chủ nghĩa. Lại tổ lái sang từ khác để lấp liếm à. Thôi trả lời đi, có tài liệu nào chứng minh từ này có ko. Hay toàn từ mồm bọn chống cộng ra",1
Duyên Suk mấy lần định cmt nêu ý kiến riêng mà k dám. Đợt lâu rồi có cmt xong cno 1 lũ vào cắn theo đàn luôn. Sợ quá 😱,1
tuấn kiệt 10 vợ cháu nhe,0
Cây ATM cao lãnh,0
This is Việt Nam !!!,0
:))) thôi đéo thấy gì là tốt nhất,0
191 luôn bên Fa😂😂,0
Chửi xong rồi khóc như chó năn nỉ công đồng,0
Anh Phuong Trinh kệ MẸ NHÀ TÔI hihi,1
Ở đây ai là chủ ???,0
Vào đây kiếm thóc nè các trò của Abe . Liên hệ mình để nhận ưu đãi 3tr nè,0
Xin 1 lần đc bắt kịp🤣,0
ổng nầy dc đánh giá là làm việc nguyên tắc cứng nhắc.,0
Thánh chửi lãnh án,0
"Các ông có làm công ăn lương k?hay hàng tháng cứ đều đặn có thêm nguồn thu nhập khác từ việc nhận hối lộ ,quà biếu?",1
"các chú các bác làm ở sân bay ăn no mòng, khách bị ướt đéo phải việc của các bố ấy :)",1
Khiếp ((,0
Làm ghế ngồi stream đc nha đi vệ sinh tại chỗ,0
Linda Bui Phúc XO do bạn,0
Các bác nên áp dụng gấp thôi,0
Maruko Linh thiếu này,0
:)) rồi đó em về đây,0
"Mikhai chốp còn biết nhảu khỏi tàu đắm,chứ bọn này đéo nhẩy đâu,ảo thuật gia và phim ở hollywood phải gọi bằng ""Cụ""🤣",0
"Nếu cụ đừng theo bọn tàn dư 3 sọc thì cụ về Việt Nam vô tư, cụ sẽ cảm nhận được tình thương đồng bào trong nước.",0
Cà mau nè (P5),0
"Van hoa ""doc tai""!!!!",0
"Chỉ có dân đen là chịu mọi sự bất công ở xứ sở này ,tội nghiệp cho cháu Hải 12 năm chưa được xét xử cho đúng , tôi theo dõi thấy nhiều việc mờ ám do con người cố tình tạo ra",1
Thi nhau add =)),0
Từ Hân Ly lay má 🤣,0
Tran Thu Trang phố nhà c nè :)),0
"Ta ước gì có một lão Hitler tái sinh trên đất nước này, làm sạch hết lũ cặn bã dơ bẩn",1
Nhà mình mà muốn đi vào chăm sóc cho con cái phải xin phép thằg hàng xóm . Nó cho mới vào đc . Nhục nhục đm nó nhục.....,1
Bán ba cái nước hoa xạo,1
mờ thế,0
Hép pi niu yeahhh,0
ĐÉO MĘ VÀNG NĢOC CÁI ĐÉO GÌ LÁO PHÉT.SĄO KE.ĐĮT.MĘ TŲI DÂN TRUNG QUŐC NÓ CHÔN SŐNG NĮ. BÂY GIÖ ĐÂY.ĐÉO MĘ DÂN LÀM NAIL. MÀ SÕ LÁ. LO LA LÊN MĄNG. NÓI LÀ SŐNG MÃN ĐÖI TRÊN NHUNG LŲA  CÁI ĐÉO GÌ.DÂN CHÓ ĐÉO. SŐNG GÏA TĄO THÌ CÓ.,1
con điên,1
Có quốc thể đâu mà nhục.,1
Thằng chó,1
"TÂM THẦN CÓ THẦN LINH HƯỚNG DẪN ,DÁM LÀM .CHẾT NHÁT THÌ LÀM CHÓ ĐI ,LÀM NÔ LỆ ĐI .ÔNG TRỜI ĐANG RÂY ,LỰA LỘC AI LÀ CON ÔNG TRỜI TÀI ĐỨC VĂN VÕ TỪ BI BÁC ÁI RA LẢNH ĐẠO QUỐC GIA .AI LÀM ĐƯỢC ? TÔI VÀ ANH CHỊ .HÃY HANH ĐỘNG .TOÀN NGƯỜI VN NHÌN CHON LỰA ĐỦ TIÊU CHUẨN RA LÀM TỔNG THỐNG THAY ĐỔI CHẾ ĐỘ CSVN.",1
Độ khuyên mn ủng hộ cho sếp hơn view của bọn chó BTS đi :3,1
Móe...chuyện này đã biết từ lâu rồi giờ mới biết hả ta? Chỉ có mấy con bò nó mới không biết là người nước ngoài cấu kết với người trong nước phạm tội.,1
Trạm nào cũng tăng giá. Không đi qua thì đi vòng cũng mất tiền xăng. Bố là chính quyền thì tất nhiên bố có quyền,1
Làm đéo j có vụ đó. Địt mẹ ăn hết rùi chả lại vậy là song ak,1
clm cuoi ia,1
xuất sắc luôn :3,0
Thùy Trang (Giảm cân Dema Fitness) thứ bạn mất nết :)),1
Minh Hieu Ali Chui Noi Bon Ngu NguCo Bang Cap,1
"cái đmm nhé ad, đừng có vơ đũa cả nắm, ăn cứt cả đống nhé con. 4.5 tr Đảng viên k phải ai cũng xấu mà để m nói cái giọng của loại chó đấy. cái page chó bẩn ngu si này. m ra xem ngoài xã hội đầy Đảng viên vẫn nai lưng đi làm để nuôi đầy cái giống đéo ph",1
Hoàng Vi Thư a max fr hjx,0
Ông im mẹ mồm đi :))))))),1
vãi cả vuốt má nhau ạ :),0
thật sự éo muốn tin,0
Vcl lag nó thấy thì nó chụp liền chứ vừa thấy chưa kịp chụp đã 2k 3k like,1
trần dần chém gió.nghèo kiết xác không có tiền để làm răng gãy mẹ nó hết rồi mà còn ngồi chem gió,0
Cắt cho trẻ trâu bớt thui mà 😂😂😂,0
Nhạc gì hay vậy,0
"K cần giặt đánh, cứ để dân tự chết vì ngu thôi :v",1
Rank Việt Nam mà yasuo tt6 tt5 thì del phải người Việt Nam r,1
xạo lol dell có gì vui chúng ta ko nên xạo lol 😏😏,1
🤣💛,0
Hồ Khang đm câm mồm đi =)),1
Hợp lí vl anh ạ 🤧,0
🌱❤️💕🌲🇻🇳🌍: Trần Dần.,0
như lon,0
@Tủn 3K F1 cũng giã chứ thật hả😆😆😆😆,0
"Nếu bạn đi khám có BHYT- BHXH tại các BV quận cũng sẽ nhận được kết quả bệnh rất nặng và kèm theo bọc thuốc to về uống cho no, 6 tháng sau bạn sẽ bị suy thận, suy gan vì thuốc.",1
não chó thì câm đi,1
Con thắm.m dí L vào hộ cái,1
"Bọn này vô học, lại thích khoe khoang để lấy thành tích, viết những câu chữ tối nghĩa.",1
Nó dạy thế này đây.người e yêu thương k phải bố cũng chẳng phải mẹ.mà là chú bộ đội. Ngu mà làm đc tổng thống mỹ thì ai cũng muốn ngu,1
Xem thầy từ lúc 10k sub,0
Ờm.4 năm rồi,0
"Cho em hỏi dư luận viên đi ăn có được giảm giá không? Tiền điện, tiền xăng... có được miễn phí không ạ! 😂",0
gã tâm thần.răng long râu rụng,1
Thuyết phục vl,1
Sự thật đáng sợ đằng sau bài rap về Mixi Gaming =))),0
lịt pẹ vỗ tay 👏👏,0
Sung ban cat 1km thi sao ma trung .dao chem cach 10 m thi lam sao ma đut nha tien chi phet lac,0
K-ATM có phải ca sĩ méo đâu mà cho vào đây 😂,1
Đù mẹ.,1
Rất là ... 😑,0
con mL thắm đâu,1
Thớt ăn nói mất dạy.. Mà thớt ngu thiệt hay gia ngu ấy nà,1
Xàm lồn quá thằng bóng ơi,1
Tập Cận Bình qua Mĩ cũng bị dân TQ bên đó treo băng rôn biểu tình chửi như chó =)),1
"Ad phân tích chuẩn,tư duy thứ 2_thích làm bố mẹ thiên hạ,biển xanh ở VN ra đường dân nể lắm,dạt ra mà nhường đường, có phạm luật gt cũng chả ai dám thổi phạt,csgt nào mắt có kèm nhèm trót thổi xuống cũng cười là xong",1
Lại là con ml nhung rồi,1
Bê đê sống thật đi chị 3D,1
ầy ướt quần :<,0
Mông lung hỗn loạn :)),0
Đm quả nhạc 🤣,1
"Like chị Hiếu quá đi. Giới tính nào ko cần biết cứ có kinh tế, biết làm ăn giàu có, tử tế, bản lĩnh...tự do tài chính là ok hết.  💝💝💝💝💝",0
edit đỉnh thực sự,0
"Tàu cộng bản chất của nó là hèn và ảo tưởng sức mạnh, võ mồm, bay lượn y như trong mấy cái phim chưởng của nó thôi.",1
Tăng theo giờ 😭😭😭,0
"Lâu nay để ý...bãi cức, cống,rác thải các loại đều có dấu răng của thằng AD hết......báo ngta đăng h nó copy rồi sủa vài tiếng ẳng ẳng cứ như mình là thánh biết hết rồi.....",1
Nguyễn Thị Phương bạn ơi cho mình xin ảnh để sống ảo đc k ạ?,0
Hoag sa truog sa la kua trug quoc rui ma,1
"Buồn nhỉ, tận hưởng thôi",0
Anh lên anh đấy mai anh tính xiên NuNu thế nào cho xịn chứ NuNu edit vcl lắm :)),1
Nghe vô lý nhưng lại thuyết phục vl :))),0
Chậm cái đầu buồi. Nhai như gia súc ko biết nhục à ? Hả thành phần cặn bã xã hội,1
Nhật bản hẩy kiện thằng chủ tịt Hanoi cho nó biết thế nào là bố láo !,1
"Ơ, thế bà già của mụ này ngoại tình vs ông hồ lòi ra mụ ah ?",1
có cái DB bố mày tin ấy,1
Đấy Ông già xạo l*n của các bạn được tắm bồn Thái Lan đấy=))),1
978781847,0
Mình không quan tâm cô đơn cho lắm,0
Nhìn giả tạo vcl,1
Ng Văn Duy cút chỗ này đéo có loại người như m địt mẹ mày,1
Quá là phí thời gian,0
"có 5 loại xe ưu tiên : thứ 1 xe cứu hỏa, thứ 2 xe quân sự và xe công an , thứ 3 xe cứu thương, thứ 4 xe hộ đê, thứ 5 xe có đoàn cảnh sát dẫn đường . vậy trong hình này 2 xe biển xanh nhà nước nếu mà có xe csgt dẫn đường mới là xe ưu tiên thứ 5 nhưng mà ko có xe csgt dẫn đường nên 2 xe này vi phạm nơi đỗ xe",0
Nói chuyện zô zăn hóa là mày coy ckung` tao bắn chết đó nhe mày =))),1
Ngoc Chu đme đang ăn sáng 🙂,1
Thoại Trần chính tã là chính gì,0
Tập đoàn mang tiếng là tư nhân nhưng nó là sân sau của bọn chóp bu cs.,1
Ko thich VN thì cút sang Campuchia mà sống (DLV cho biết),1
No qua ma oi nguoi ta giau kg ai ma dem khoe nhu ma dau noi la biet no roi 2020 ruoc ma ve no dum nha con khoai dot phao,0
Bùn nhở,0
"Lũ bán nước thì đang bận bán nước chớ đâu, hỏi cái lồn !",1
Khùng quá chuỵ ba ơi,1
"về cơ bản làm cán bộ ở VN dễ vl ra ấy cứ việc nghĩ ra ý kiến linh tinh giống như việc cải cách giáo dục thi đại học ,đề nghị giảm học phí cho con e cA , ngực lép ko lái xe , hay bộ y tế đề nghị thay áo blu , giờ thì bình chữa cháy v .v và v cứ nêu vd ra nếu dân ko có ý kiến gì thì làm nếu chửi cho thì lại thôi éo cần phải động não",1
"@Been 93 Nguyễn Thế bây giờ còn chửi ai không, tụi bây cũng ít rảnh lồn quá mà, vô cmt cũng đàng hoàng gì...nói trên đầu người ta không chứ đàng hoàng gì",1
"nghèo khổ có giúp  gì được  người  ta k mà đào mồ cuốc mả hộ vậy? ác nghiệp ,khẩu nghiệp mày",1
hay lắm ... tuy nghe không được hay cho lắm như mà vẫn thua Sơn Tùng MPT ❤❤,0
"Óc của thằng ad dc cấu tạo từ cức các loại động vật....bởi ngta chửi ngu như cức...,",1
"Chính trị là trò chơi mà nước nào cũng có kể cả mỹ, quan trọng có đấu đá để diệt bớt quan tham lạm quyền chứ thật ra k bao giờ hết.",0
mấy con cá đấy gọi chung là quân đội và cớm :v,1
Chụt Chụt thông kiểu đéo gì =)) toang thật sự r,1
"cuốn sách này còn không mọi người, mình muốn mua về đọc :))",0
Tại ngựa loz nhột chứ ai làm lozz j má mà sủa,1
Con này mất khối tiền,0
"Ngay cả việc cứu dân vùng lũ mà chính tay bọn cầm đầu ở trên thủy điện gây ra mà chúng cũng ko làm được rồi lại đi ganh ghét với những người như PA vì đã giúp được dân và dân ủng hộ,nếu như ở mấy nước đa đảng thì nó lật cái bọn chóp bu này lâu rồi,ăn ở ko rồi lại địt thúi",1
Mẹ làm ảnh hưởng bon tao Vl,1
"Khanh Pham đấy là mấy cái thể loại âm nhạc của chúng mày, nhạc Sơn Tùng trẻ trung có vần điệu vươn xa nước ngoài và nước ngoài chỉ có thể nghe nhạc như thế . Mày thử mang nhạc jack của mày ra nước ngoài xem có bị cười vào mặt không ??",1
Mù mắt em r thầy ơi,0
đéo hiểu sao em mất mẹ fan cứng of có 1 buổi😂😂,1
Tẩy chay là xong mõm vs bọn này làm gì. N là ng của cty ấy :))),1
Trí thông minh không bằng đc người nhật! Nhưng mưu mô xảo trá thì có thừa,1
Chế này đeo vàng đẹp nè .đeo Zay mới đúng là đeo vàng.con đẹp nữa kkk,0
Bạn nói như phát tự vả vào mồm bạn vậy! Tự chơi 1 mình đi chứ thế này đ ai dám chơi cùng,1
Chúc mừng bà và chia buồn cùng dân đen,0
Vs idol luôn luôn ❤,0
Tiền có thể kiếm cả đời. Nhưng mạng mỗi người chỉ có 1. Hãy tự vì mình trước tiên đã!,0
anh Chip nhìn kh khác gì cục nấm di động 🤣,0
Haizz. Nthe này thì dân khổ quá,1
K đc nhận lì xì 😢,0
Anh tai hay danh hài?,0
Đập chết cmn luôn,1
lên luôn anh ưiiiii,0
Yêu cô Minh Hiếu!!!,0
"t chỉ like ủng hộ cho nó thôi, chứ bài này nghe chẳng hay gì cả .",0
"đất nước còn nhiều người khổ, rất khổ là nhờ ơn sự lãnh đạo của đám ngợm cộng sản đoảng và boác.",1
cũng thoáng chút đau lòng.,0
Ế quá nên sale à thầy,0
Rất tiếc ông chọn nhầm cái đãn chó chết để phục vụ,1
"Mai Han Le Ngoc, Võ Thế Nguyên, Tuấn Anh Nguyễn Thị nhớ nha hônnn hihi",0
vn thi deo no no cho trung Quốc bon dien,1
"1 ăn cả, ngã ăn l*n :))) Lê Chi",0
Dcm mồm đứa nào thôi dám rủa Bác tau bị codonqua.,1
Bớ người ta tư bản hùa bưng bô tung hô CS :)),1
Chị xạo lol quá chi ba oi,1
Con này đúng là sạo lồn 9 phương Củng ko chừa phương nào hết,1
"Tôi thấy phản động ở khắp nơi mà nhiều nhất là mấy thằng bán nước, hút máu dân đen. Cứ sủa ra là luật , bọn chó",1
Ok chúc mừng thầy,0
Con này rễ bị chặt đầu và tứ chi quá.đất đó t thấy nhiều đứa khùng con này ko ngoại lệ,1
😿,0
Xin chúc mừng các em,0
Cay vl nhỉ kk,0
"Chúc mừng con quỷ này facebook nó bị hacker việt nam đánh sập rồi,toàn bộ đồ mua để bán online nó để ăn rồi kkk.( thực ra nó là phụ hồ nhé ).",1
cutee thật sự ❤️,0
"Duy Khương bên nó ai bị hoặc nghi bị thì tự cách ly tự điểu trị nhé, nó còn không cho xét nghiệm cơ, chỉ khi nào bạn chết thì nó mới khám nghiệm để kết luận có do virus hay không, ở ngoài đường mà đeo khẩu trang bọn Anh nó còn đấm vào mặt cho chứ ở đó mà điều trị",0
xám khí đú,0
Khiep qua!!!! Vo van hoa!!! Dien.,0
Diễn viên hô ni hút mà ngại gì mấy khác kk,0
Ơ tưởng duyên dáng chứ,0
Mới lên tiếng là bị côn an đánh xịt máu mỏ rồi. Chỉ chờ nợ ngập mặt hết tiền trả lương cho côn an. Lúc đó mới hy vọng. Ráng chờ 5 năm nữa thôi.,1
Tính ta ông cũng tốt hơn khối người . Về thôi,0
Trên mình có suối nước mát nhiều gái nha Sóiii!:)),1
chi dep lam qua tuyet voi luon chi oi,0
lói dối bị môi anh khóa ngey,0
Cô ba vàng ngọc nghe mắt cười vc đồ thứ nước rửa cầu tiêu mà tưởng mình là sân siêu bột kết.Nói chuyện đéo biết nhục tí nào?Cô Ba Vàng Mã hahahaha,1
Bởi vậy khi gậy như ý quẩy xuống biển cá tôm chết hết... nghi án tôn ngộ k đang ở hà tĩnh,0
Nguyễn Việt Cường ơ thằng này ra tù rồi à,0
Trend như con cật cũng đi đú,1
Hàn quốc thuợng đẳng lắm mọi người đừng lo cho Hàn Quốc nha,1
Ở trên chuyến may bay đó.nhieu người nhiễm kg khai báo chu đau phải minh nhung đâu.,0
"Dạng như giờ tao báo tao đéo trả cho có thôi...đó, dân đen tụi bây làmcc gì được tụi tao :v",1
"Trương Hải Yến ờ đúng t dị ứng lắm luôn, ở nhà t con trai đc dạy là đi vệ sinh thì phải mở nắp bồn cầu lên, chứ để cả nắp rồi vương vãi thế nào cũng bị chửi. Nên ra ngoài gặp t thấy chướng mắt lắm 😂",0
Thắm thối lồn viết văn dài quá. Cần địt gì để ý cái bọn ko biết gì . :)))),1
Văn Đông,0
Như thằng trên,0
tôi càng thấy trung cộng càng tự khiến mình nhục nhã hơn nên meh,1
đến cức tôi còn nhìn lần cuối rồi xả nước chứ như bọn hàn quắc đéo bh xem phim,1
sale cc à thầy 😆😆,1
Abe hiểu ý học sinh quá!,0
ý gì =))))),0
Hiếp dâm thoát tội nếu nạn nhân đồng ý hiếp lại...dm,0
"nữ sinh chạm vào mà CA đi tù 9 tháng, CA chạm vào má chị bán hàng rong chảy máu tạm đình chỉ =]]z báo còn viết thêm chị ấy chăn dắt ăn xin mới ghê",1
Ăn điêu nói hớt quen.,0
Bã mướng con bóng già nào chửi chị á Minh Hiếu,1
Quỳnh Sên e đẹp xinh ko cần son phấn,0
Minh hiếu nhìn giống con gái thật luôn 😘,0
Ông Thầy này muốn ngủ gầm cầu lắm rồy nè !!!!!!,1
Tại sao abe phải trả lời bạn ? 🙂,0
"tội nghiệp con nhỏ, khùng lâu năm",1
Ý nghĩa của trend năm nay là DỊCH BỆNH NÊN ĂN LZ HẾT RỒI 🤧,1
"Nổ lực trùng tu nhăn sắc ,để mồi chài đại gia ,đó cũng gọi là nổ lực đó chị đẹp à .",0
@Nu 95 =)),0
"Vậy đù má thằng ad chó đẻ, ko có trái tim vì ko cứu đứa bé, ko báo CA, ko kêu báo đăng. Đù má thằng ad",1
Cực kỳ thuyết con mẹ nó phục :)),1
Thân Hoài Thương ơ lạ lol ghê. Ngta hay thì like mà t nghe k hay thì t dislike k đc à. Ảnh hưởng kinh tế gì nhà bạn k.,1
Đi vào nhà Bùi Tiến Dũng nhá!,0
Lo ăn lo cướp tối đa thì lãnh đạo gì,1
(Y) page này ad nó kiến thức uyên sâu lắm từ xây dựng tài chính y tế cái j n cũng am hiểu =)))) ngu dốt + nhiệt tình = phá hoại k sai bh,1
Nguyễn Định tui xợ á,0
Trần Đặng Thái Sơn tên phim sẽ phải là ĐỊT MẸ Về nhà=)),1
dân ngu cu đen chết cả thôi,1
Tiệp là ai tao ko cần biết nhưng mày nói như lol,1
"Ăn cơm cũng bị nói, đi họp người cao tuổi cũng bị cà khịa :3",0
"Phí vai lin ra, thgian bố đợi có khi tán đổ con khác mẹ roii =))",1
"Thay việt nam = 4, thái lan=2 vào phương trình trên ta được:",0
Nguyễn Triệu Thu Thảo mệt lòn 🙂,1
Toang quá thầy ơiiii :))),0
Ý thằng chó ad bảo nhà nước làm cái này cái kia. Rồi nó lại sủa rằng: nhà nước làm để hối lộ. Bọn phản động mà. Đi ỉa chúng cũng sủa mà. Thứ chó lưu vong,1
Sau đẻ con ra kể cho nó nghe về 1 huyền thoại ❤️,0
Đăng ký ở đâu thế các bác,0
"Ng bỏ công người bỏ của. Đệt mệ kêu mấy anh bộ đội quyên góp 500tr đi thì khỏi làm, còn k có tiền thì bỏ công, so so cái quần đùi.",1
"Hô ng việt dùng hàng việt đâu hết rồi, làm mẫu đi chứ",1
Mày ngu vừa thôi ad :)),1
Nguyễn Tài may hổng phải trụ mình coi :v,0
😑,0
Mấy thằng báo đời này sao không ai chế tài🤔,1
"Chửi hông lại tức quá ngủ hổng được,thức tới sáng luôn 😶",0
Nguyễn Phương Nam chó,1
Phuc Tran cảm ơn bạn mình nhé,0
Ngô Tiệp chán Tiệp quá 😌,1
"Hay, chính quyền VN rất có tính giải trí. Nhưng ngặc một nỗi, sự độc ác của nó thì là thật và không giải trí tí nào cả.",1
Fan cứng rồi nek,0
Hầu như các ca nhiễm bệnh toàn đi từ nước ngoài về nhỉ ??? Lúc mọi người về có nghĩ đến an toàn của bản thân cũng như mọi người ko nhỉ?? Hay não bị vi rút ăn hết cmnr,1
Đúng rạch mồm nó,1
Chỉ biết thốt lên 2 từ trìu mến..... đụ má ! :),0
Phạm Trần Nhật Hạ ủa nói đúng mà có gì sai đéo? Đã vượt qua St đâu mà đạt kỉ lục mọi thể loại?💁,1
Yen Lyn Hoang Huyền TrangNgọc Anh nhớ mãi quả báo của chú Tùng 🤣,0
Tập này hay ạ.,0
Vl.gắt,1
Có 5 thằng like. Có nghĩa bên cạnh thằng óc chó có thêm 5 thằng óc như chó :)),1
Sống chậm lại các mày ?,0
Thân lăm bây giò lại căn buôi nhau,1
Nhũ Kim Duyên Trần Việt Trần mấy ông có công nhận anh Mixi Độ của tui giống bạn Chinh Văn không?? T thề là t xem ông này nhiều thấy giống vãi,0
Gọi là phản động ba que thì lôi mấy cái ảnh của Vịt Tần ra chối :)) xong bây h lôi mẫy cái hình ra diễu cợt trong khi biển số xanh là xe như thế nào được ưu tiên như thế nào cũng đéo biết :)) ngu vcl,1
thằng tập cận bình mà vào quán này ăn bảo đảm mai quán này dẹp chắc,1
Hoàng Minh,0
Tình ngộ chưa ông Dần ? ông dẹp lá cờ /// đi nhục lắm và nói với bọn chống cộng ngu muội rằng quê hương Việt Nam là số 1 của thế giới nhé.,1
đút vào mồm thầy,0
Giang Thanh Đạt Đú Đẫn Quang Trung bác Ba ngày xưa khéo cũng thế,0
Trấn thành đẹp trai đụ hariwon,1
Thua trug+ hết dân nó dù ở hải ngoại theo hay ko theo cs dân nó rất đoàn kết còn người việt mìh bág bổ phỉ bág ...nhau 40 năm qa,1
Còn đây cũng là MV sắp ra của độ,0
Co ba vang ngọc noi hay qua cho e cacmobi 100 nha co,0
Hihi cười muốn sặc cơm luôn hihiiiiiii,0
Ngáo thế,0
Annh Phuonng chắc mùa này đn thiếu nv y tế nhiều đó :))),0
anh tuii,0
"Cái bọn bang đảng búa liềm này rất láo, vô sỉ. Miệng thì bù lu bù loa dân làm chủ, nhà nước quản, can bộ là đầy tớ nhưng xin hỏi có thằng đầy tớ nào mà láo như vậy ko, ko hề trình báo công việc mình làm, tiến trình và kết quả ra sao cho chủ, lại giữ bí",1
Đéo 🤣,1
